Rank,Word,Part-of-speech,frequency,Dispersion,Normalization
3746,wherever,r,7382,0.97,0.000113780048235116
3829,hook,n,7382,0.94,0.000113780048235116
3754,praise,v,7379,0.96,0.000113643893410742
3841,needle,n,7378,0.94,0.000113598508469284
3745,intelligent,j,7373,0.97,0.000113371583761994
4019,equation,n,7372,0.87,0.000113326198820536
3752,enthusiasm,n,7368,0.97,0.000113144659054704
3844,scare,v,7367,0.94,0.000113099274113246
3896,wildlife,n,7361,0.91,0.000112826964464499
3847,invisible,j,7355,0.94,0.000112554654815751
3799,relieve,v,7352,0.95,0.000112418499991377
3996,prevention,n,7352,0.88,0.000112418499991377
3858,doll,n,7351,0.93,0.000112373115049919
3809,signature,n,7349,0.95,0.000112282345167003
3928,sunlight,n,7349,0.91,0.000112282345167003
3804,shame,n,7347,0.95,0.000112191575284087
3828,electrical,j,7347,0.94,0.000112191575284087
3848,timing,n,7345,0.94,0.000112100805401171
3893,acquisition,n,7338,0.92,0.000111783110810965
3784,genuine,j,7336,0.96,0.000111692340928049
3831,traveler,n,7336,0.94,0.000111692340928049
3835,exit,n,7333,0.94,0.000111556186103676
3803,residence,n,7332,0.95,0.000111510801162218
3824,delicate,j,7332,0.95,0.000111510801162218
3888,opera,n,7332,0.92,0.000111510801162218
3860,exhibit,n,7326,0.93,0.00011123849151347
3822,blow,n,7324,0.95,0.000111147721630554
3960,accounting,n,7319,0.90,0.000110920796923264
3954,slice,v,7316,0.90,0.00011078464209889
3764,chaos,n,7304,0.97,0.000110240022801395
3840,carve,v,7294,0.95,0.000109786173386815
3921,exploration,n,7294,0.92,0.000109786173386815
3973,lamp,n,7290,0.90,0.000109604633620983
3836,attraction,n,7280,0.95,0.000109150784206403
3900,equity,n,7277,0.92,0.00010901462938203
3969,entity,n,7276,0.90,0.000108969244440572
3959,flip,v,7274,0.91,0.000108878474557656
3977,regulatory,j,7274,0.90,0.000108878474557656
3843,ship,v,7264,0.95,0.000108424625143076
3861,amid,i,7264,0.94,0.000108424625143076
3948,realm,n,7261,0.91,0.000108288470318702
3886,pastor,n,7260,0.93,0.000108243085377244
3868,diagnose,v,7255,0.94,0.000108016160669954
4143,parental,j,7251,0.85,0.000107834620904122
3862,identical,j,7247,0.94,0.000107653081138291
3819,resume,v,7243,0.96,0.000107471541372459
4198,grin,v,7242,0.83,0.000107426156431001
3916,envelope,n,7241,0.92,0.000107380771489543
3952,blend,v,7238,0.91,0.000107244616665169
3914,clerk,n,7234,0.93,0.000107063076899337
3884,donor,n,7231,0.94,0.000106926922074963
3912,gym,n,7229,0.93,0.000106836152192047
3812,suspend,v,7228,0.96,0.000106790767250589
4081,verbal,j,7227,0.87,0.000106745382309131
3837,dedicate,v,7226,0.96,0.000106699997367673
3926,overall,r,7225,0.92,0.000106654612426215
3997,Arab,n,7222,0.90,0.000106518457601842
3887,jazz,n,7220,0.94,0.000106427687718926
4074,processing,n,7220,0.88,0.000106427687718926
3936,expertise,n,7219,0.92,0.000106382302777468
3878,sum,n,7217,0.94,0.000106291532894552
3930,spectrum,n,7216,0.92,0.000106246147953094
3931,purple,j,7216,0.92,0.000106246147953094
3968,judicial,j,7213,0.91,0.00010610999312872
3856,mild,j,7211,0.95,0.000106019223245804
3863,precise,j,7211,0.95,0.000106019223245804
3965,candle,n,7204,0.91,0.000105701528655598
3947,advocate,v,7198,0.92,0.00010542921900685
3932,laser,n,7197,0.93,0.000105383834065392
4015,kiss,n,7195,0.90,0.000105293064182477
3978,diplomatic,j,7193,0.91,0.000105202294299561
3875,oxygen,n,7191,0.94,0.000105111524416645
3880,businessman,n,7190,0.94,0.000105066139475187
3855,firmly,r,7189,0.95,0.000105020754533729
3800,suspicion,n,7187,0.97,0.000104929984650813
3852,rescue,v,7187,0.96,0.000104929984650813
3917,reporting,n,7184,0.93,0.000104793829826439
3955,peel,v,7182,0.92,0.000104703059943523
4017,dynamic,j,7175,0.90,0.000104385365353317
3834,signal,v,7171,0.97,0.000104203825587485
3883,determination,n,7170,0.94,0.000104158440646027
3953,therapist,n,7170,0.92,0.000104158440646027
3920,endorse,v,7167,0.93,0.000104022285821654
4045,abstract,j,7165,0.90,0.000103931515938738
3890,bite,n,7160,0.94,0.000103704591231448
3982,vanish,v,7154,0.91,0.0001034322815827
3882,conscious,j,7152,0.95,0.000103341511699784
3923,bath,n,7149,0.93,0.00010320535687541
3838,altogether,r,7147,0.97,0.000103114586992494
3999,minimize,v,7139,0.91,0.000102751507460831
4123,nominee,n,7138,0.87,0.000102706122519373
4016,alien,n,7134,0.90,0.000102524582753541
3894,pit,n,7132,0.94,0.000102433812870625
3956,pizza,n,7130,0.93,0.000102343042987709
4009,silk,n,7128,0.91,0.000102252273104793
3957,recipient,n,7126,0.93,0.000102161503221877
4057,pillow,n,7122,0.90,0.000101979963456045
3991,banking,n,7120,0.92,0.000101889193573129
3935,starting,n,7118,0.93,0.000101798423690213
4010,magnitude,n,7115,0.91,0.000101662268865839
4031,content,j,7113,0.90,0.000101571498982923
3939,picture,v,7103,0.93,0.000101117649568344
3898,giant,n,7102,0.95,0.000101072264626886
3966,handle,n,7101,0.93,0.000101026879685428
3864,anxious,j,7096,0.96,0.000100799954978138
3924,rescue,n,7094,0.94,0.000100709185095222
4005,inventory,n,7090,0.92,0.00010052764532939
3910,repair,n,7088,0.95,0.000100436875446474
4008,civic,j,7088,0.91,0.000100436875446474
4024,photography,n,7087,0.91,0.000100391490505016
4137,dynamics,n,7084,0.87,0.000100255335680643
4040,stumble,v,7076,0.91,0.0000998922561489788
3881,promising,j,7075,0.96,0.0000998468712075208
4126,diabetes,n,7073,0.88,0.0000997561013246049
3986,necessity,n,7071,0.92,0.000099665331441689
3909,pursuit,n,7070,0.95,0.000099619946500231
3949,ban,n,7070,0.94,0.000099619946500231
3871,poster,n,7069,0.96,0.000099574561558773
4050,shared,j,7069,0.91,0.000099574561558773
3941,eating,n,7067,0.94,0.0000994837916758571
3975,servant,n,7064,0.93,0.0000993476368514832
3891,frame,v,7063,0.95,0.0000993022519100253
4091,divine,j,7059,0.89,0.0000991207121441934
3908,statue,n,7058,0.95,0.0000990753272027354
3994,enroll,v,7053,0.92,0.0000988484024954456
4241,reliability,n,7053,0.84,0.0000988484024954456
4064,sink,n,7052,0.90,0.0000988030175539877
3985,trail,v,7049,0.93,0.0000986668627296138
3892,evil,j,7045,0.96,0.0000984853229637819
4077,undertake,v,7044,0.90,0.0000984399380223239
4122,output,n,7041,0.88,0.00009830378319795
3918,destination,n,7039,0.95,0.0000982130133150341
3901,wrong,r,7038,0.95,0.0000981676283735762
3907,happiness,n,7036,0.95,0.0000980768584906602
3905,teenage,j,7030,0.95,0.0000978045488419124
4148,sword,n,7029,0.88,0.0000977591639004545
3976,addition,n,7027,0.93,0.0000976683940175385
3988,racism,n,7026,0.93,0.0000976230090760806
3938,program,v,7015,0.95,0.000097123774720043
4127,slap,v,7015,0.89,0.000097123774720043
4369,instructional,j,7014,0.81,0.000097078389778585
4036,tender,j,7013,0.92,0.000097033004837127
3946,parade,n,7010,0.95,0.0000968968500127532
3903,departure,n,7008,0.96,0.0000968060801298372
4030,representative,j,7008,0.92,0.0000968060801298372
4006,productive,j,7006,0.93,0.0000967153102469213
3942,age,v,7005,0.95,0.0000966699253054633
4160,input,n,7004,0.88,0.0000966245403640054
3993,gravity,n,7000,0.93,0.0000964430005981735
3998,value,v,7000,0.93,0.0000964430005981735
4082,tribal,j,6995,0.90,0.0000962160758908837
4071,fool,n,6990,0.91,0.0000959891511835939
4051,hopefully,r,6986,0.92,0.000095807611417762
4020,angel,n,6978,0.92,0.0000954445318860983
4167,stadium,n,6977,0.88,0.0000953991469446404
4013,collector,n,6976,0.93,0.0000953537620031824
3979,elegant,j,6974,0.94,0.0000952629921202665
4011,steep,j,6972,0.93,0.0000951722222373505
4103,o'clock,r,6972,0.97,0.0000951722222373505
3945,sharply,r,6966,0.95,0.0000948999125886027
4052,readily,r,6964,0.92,0.0000948091427056868
3897,punish,v,6955,0.97,0.0000944006782325651
3970,suffering,n,6955,0.94,0.0000944006782325651
3980,inside,n,6955,0.94,0.0000944006782325651
3911,decent,j,6954,0.96,0.0000943552932911072
4107,bid,n,6954,0.90,0.0000943552932911072
4327,touchdown,n,6954,0.82,0.0000943552932911072
3961,debate,v,6952,0.95,0.0000942645234081912
3944,hint,n,6951,0.95,0.0000942191384667333
4056,hardware,n,6951,0.92,0.0000942191384667333
4065,ruling,n,6947,0.92,0.0000940375987009014
3992,casual,j,6946,0.94,0.0000939922137594435
3971,full-time,j,6945,0.94,0.0000939468288179855
4087,import,n,6944,0.91,0.0000939014438765275
4111,accuracy,n,6942,0.90,0.0000938106739936116
3972,feel,n,6939,0.95,0.0000936745191692377
4026,toilet,n,6939,0.93,0.0000936745191692377
3933,bold,j,6936,0.96,0.0000935383643448638
3974,garbage,n,6933,0.95,0.0000934022095204899
3951,cancel,v,6932,0.95,0.000093356824579032
4072,deadline,n,6932,0.91,0.000093356824579032
3990,interior,j,6931,0.94,0.000093311439637574
4044,dawn,n,6929,0.93,0.0000932206697546581
4114,broker,n,6929,0.90,0.0000932206697546581
4067,annually,r,6928,0.92,0.0000931752848132001
4276,whale,n,6928,0.84,0.0000931752848132001
4130,jaw,n,6922,0.90,0.0000929029751644523
4003,isolate,v,6920,0.94,0.0000928122052815364
3937,practically,r,6914,0.96,0.0000925398956327886
4007,assembly,n,6914,0.94,0.0000925398956327886
4058,kit,n,6912,0.92,0.0000924491257498727
4242,ass,n,6911,0.86,0.0000924037408084147
4073,rear,j,6910,0.92,0.0000923583558669568
3922,generous,j,6907,0.97,0.0000922222010425829
3981,reception,n,6896,0.95,0.0000917229666865453
4001,performer,n,6896,0.94,0.0000917229666865453
4029,prohibit,v,6896,0.93,0.0000917229666865453
4046,descend,v,6896,0.93,0.0000917229666865453
3950,strip,v,6894,0.96,0.0000916321968036293
4033,Russian,n,6891,0.93,0.0000914960419792554
4214,collaboration,n,6889,0.87,0.0000914052720963395
3940,tune,n,6887,0.96,0.0000913145022134236
4054,revolutionary,j,6886,0.93,0.0000912691172719656
4156,faint,j,6886,0.89,0.0000912691172719656
4076,coastal,j,6880,0.92,0.0000909968076232178
4002,intent,n,6879,0.94,0.0000909514226817599
4070,scan,v,6879,0.92,0.0000909514226817599
4023,rage,n,6877,0.94,0.0000908606527988439
3995,diminish,v,6875,0.95,0.000090769882915928
4041,lonely,j,6868,0.94,0.0000904521883257223
4097,pro,n,6867,0.91,0.0000904068033842643
4059,cook,n,6866,0.93,0.0000903614184428063
4018,scary,j,6865,0.94,0.0000903160335013484
3943,volunteer,v,6864,0.97,0.0000902706485598904
4047,silly,j,6857,0.93,0.0000899529539696847
4022,offering,n,6856,0.94,0.0000899075690282267
4154,tuck,v,6847,0.90,0.000089499104555105
3934,reluctant,j,6842,0.97,0.0000892721798478152
4194,statute,n,6838,0.88,0.0000890906400819834
4014,popularity,n,6836,0.95,0.0000889998701990674
4100,quantity,n,6833,0.92,0.0000888637153746935
4042,automobile,n,6829,0.94,0.0000886821756088617
4302,mathematics,n,6828,0.85,0.0000886367906674037
3983,automatically,r,6823,0.96,0.0000884098659601139
4093,cart,n,6822,0.92,0.0000883644810186559
3987,confess,v,6815,0.96,0.0000880467864284502
3967,worry,n,6811,0.96,0.0000878652466626183
4096,elder,n,6808,0.92,0.0000877290918382444
4088,sexually,r,6806,0.93,0.0000876383219553285
4039,outstanding,j,6803,0.94,0.0000875021671309546
4048,hook,v,6800,0.94,0.0000873660123065807
4138,bow,n,6800,0.91,0.0000873660123065807
4256,ideological,j,6793,0.87,0.000087048317716375
4034,hidden,j,6787,0.95,0.0000867760080676272
4032,realistic,j,6786,0.95,0.0000867306231261692
4147,barn,n,6785,0.91,0.0000866852381847113
4021,switch,n,6781,0.95,0.0000865036984188794
4066,shortage,n,6776,0.94,0.0000862767737115896
4164,liability,n,6775,0.90,0.0000862313887701316
4094,oversee,v,6773,0.93,0.0000861406188872157
4193,courtroom,n,6772,0.89,0.0000860952339457577
4140,senior,n,6768,0.91,0.0000859136941799259
4004,pump,v,6765,0.96,0.000085777539355552
4053,cooperate,v,6763,0.95,0.000085686769472636
4212,vaccine,n,6761,0.89,0.0000855959995897201
4075,ranch,n,6759,0.94,0.0000855052297068042
4199,symbolic,j,6755,0.89,0.0000853236899409724
4171,associated,j,6754,0.90,0.0000852783049995144
4063,circuit,n,6747,0.94,0.0000849606104093086
4085,diamond,n,6743,0.93,0.0000847790706434768
4086,credibility,n,6742,0.93,0.0000847336857020188
4149,flash,n,6741,0.91,0.0000846883007605608
4277,functional,j,6736,0.87,0.000084461376053271
4025,repair,v,6730,0.96,0.0000841890664045232
4043,artificial,j,6730,0.95,0.0000841890664045232
4061,continent,n,6730,0.95,0.0000841890664045232
4288,self-esteem,n,6727,0.86,0.0000840529115801493
4188,homeland,n,6726,0.90,0.0000840075266386914
4027,disappointed,j,6724,0.96,0.0000839167567557755
4133,rocket,n,6722,0.92,0.0000838259868728595
4168,improved,j,6720,0.91,0.0000837352169899436
4239,prior,j,6720,0.88,0.0000837352169899436
4135,inmate,n,6718,0.92,0.0000836444471070277
4192,wolf,n,6718,0.90,0.0000836444471070277
4028,precious,j,6716,0.96,0.0000835536772241118
4101,trailer,n,6713,0.93,0.0000834175223997378
4095,stem,v,6712,0.94,0.0000833721374582799
4055,romance,n,6705,0.95,0.0000830544428680741
4159,dilemma,n,6703,0.92,0.0000829636729851582
4049,tide,n,6698,0.96,0.0000827367482778684
4121,stiff,j,6697,0.93,0.0000826913633364104
4068,lately,r,6696,0.95,0.0000826459783949525
4120,gasoline,n,6696,0.93,0.0000826459783949525
4083,ridiculous,j,6695,0.94,0.0000826005934534945
4069,trap,n,6694,0.95,0.0000825552085120365
4102,mate,n,6693,0.94,0.0000825098235705786
4099,Dutch,j,6690,0.94,0.0000823736687462047
4211,bankruptcy,n,6690,0.90,0.0000823736687462047
4089,spring,v,6689,0.94,0.0000823282838047467
4035,command,v,6688,0.96,0.0000822828988632888
4060,spread,n,6686,0.95,0.0000821921289803728
4106,monument,n,6680,0.94,0.000081919819331625
4190,rack,n,6677,0.91,0.0000817836645072511
4128,toxic,j,6672,0.93,0.0000815567397999613
4038,gathering,n,6671,0.96,0.0000815113548585034
4290,cooperative,j,6671,0.87,0.0000815113548585034
4293,practitioner,n,6670,0.87,0.0000814659699170454
4080,burning,j,6665,0.95,0.0000812390452097556
4251,drawer,n,6665,0.89,0.0000812390452097556
4252,regard,i,6665,0.89,0.0000812390452097556
4203,aunt,n,6662,0.90,0.0000811028903853817
4062,seal,v,6660,0.96,0.0000810121205024658
4248,clip,n,6660,0.89,0.0000810121205024658
4305,respect,i,6659,0.87,0.0000809667355610078
4092,sentiment,n,6658,0.95,0.0000809213506195498
4129,alleged,j,6658,0.93,0.0000809213506195498
4142,carpet,n,6658,0.93,0.0000809213506195498
4197,productivity,n,6651,0.91,0.0000806036560293441
4145,heat,v,6650,0.93,0.0000805582710878861
4115,treasure,n,6648,0.94,0.0000804675012049702
4343,aesthetic,j,6647,0.86,0.0000804221162635122
4136,tackle,v,6644,0.93,0.0000802859614391383
4152,tightly,r,6643,0.93,0.0000802405764976804
4104,Greek,j,6642,0.94,0.0000801951915562224
4124,extended,j,6641,0.94,0.0000801498066147645
4079,reserve,v,6636,0.95,0.0000799228819074746
4339,statistical,j,6634,0.86,0.0000798321120245587
4187,shrimp,n,6631,0.91,0.0000796959572001848
4037,wake,n,6630,0.97,0.0000796505722587268
4172,withdrawal,n,6624,0.92,0.0000793782626099791
4185,cage,n,6621,0.92,0.0000792421077856052
4204,agriculture,n,6621,0.91,0.0000792421077856052
4222,voting,n,6621,0.90,0.0000792421077856052
4108,quest,n,6613,0.95,0.0000788790282539414
4117,credit,v,6611,0.94,0.0000787882583710255
4328,utilize,v,6607,0.87,0.0000786067186051937
4134,donate,v,6606,0.94,0.0000785613336637357
4158,queen,n,6606,0.93,0.0000785613336637357
4090,way,r,6604,0.95,0.0000784705637808198
4116,loyalty,n,6604,0.94,0.0000784705637808198
4230,Cuban,j,6601,0.90,0.0000783344089564459
4109,sacrifice,n,6591,0.95,0.0000778805595418662
4131,grief,n,6591,0.94,0.0000778805595418662
4141,dignity,n,6585,0.94,0.0000776082498931185
4098,inspiration,n,6584,0.95,0.0000775628649516605
4119,talented,j,6584,0.95,0.0000775628649516605
4084,automatic,j,6580,0.96,0.0000773813251858286
4234,wagon,n,6577,0.91,0.0000772451703614548
4249,thigh,n,6576,0.90,0.0000771997854199968
4281,teammate,n,6572,0.89,0.0000770182456541649
4144,bubble,n,6570,0.94,0.000076927475771249
4125,please,v,6565,0.95,0.0000767005510639592
4261,cab,n,6561,0.90,0.0000765190112981273
4258,secular,j,6560,0.90,0.0000764736263566694
4157,post,v,6558,0.94,0.0000763828564737534
4146,buddy,n,6554,0.94,0.0000762013167079216
4200,seal,n,6543,0.92,0.000075702082351884
4174,nest,n,6541,0.93,0.000075611312468968
4201,bug,n,6541,0.92,0.000075611312468968
4177,lane,n,6540,0.93,0.0000755659275275101
4161,specialize,v,6538,0.94,0.0000754751576445942
4219,patience,n,6532,0.92,0.0000752028479958464
4213,bonus,n,6531,0.92,0.0000751574630543884
4178,ancestor,n,6529,0.93,0.0000750666931714725
4285,verdict,n,6529,0.89,0.0000750666931714725
4165,sail,v,6525,0.94,0.0000748851534056406
4150,seventh,m,6517,0.95,0.0000745220738739769
4169,bloody,j,6513,0.94,0.000074340534108145
4163,shallow,j,6512,0.94,0.0000742951491666871
4105,genius,n,6509,0.96,0.0000741589943423132
4153,protective,j,6503,0.95,0.0000738866846935654
4162,northeast,n,6500,0.94,0.0000737505298691915
4173,refrigerator,n,6497,0.94,0.0000736143750448176
4209,combined,j,6495,0.93,0.0000735236051619017
4118,shock,v,6492,0.96,0.0000733874503375278
4240,immune,j,6492,0.91,0.0000733874503375278
4217,orbit,n,6490,0.92,0.0000732966804546119
4181,accent,n,6486,0.94,0.00007311514068878
4208,conceive,v,6486,0.93,0.00007311514068878
4132,mysterious,j,6484,0.96,0.0000730243708058641
4228,calm,v,6484,0.92,0.0000730243708058641
4255,coordinator,n,6478,0.91,0.0000727520611571163
4210,instantly,r,6476,0.93,0.0000726612912742004
4166,merchant,n,6474,0.94,0.0000725705213912844
4205,rock,v,6473,0.93,0.0000725251364498265
4221,tropical,j,6473,0.92,0.0000725251364498265
4655,fucking,j,6472,0.80,0.0000724797515083685
4282,aluminum,n,6468,0.90,0.0000722982117425367
4406,consequently,r,6463,0.86,0.0000720712870352469
4113,officially,r,6462,0.97,0.0000720259020937889
4224,willingness,n,6461,0.92,0.0000719805171523309
4110,invitation,n,6460,0.97,0.0000719351322108729
4298,mushroom,n,6454,0.90,0.0000716628225621252
4308,creativity,n,6452,0.89,0.0000715720526792092
4522,organizational,j,6445,0.84,0.0000712543580890035
4151,glory,n,6443,0.96,0.0000711635882060876
4448,ecological,j,6443,0.86,0.0000711635882060876
4272,casualty,n,6439,0.91,0.0000709820484402557
4306,earthquake,n,6439,0.90,0.0000709820484402557
4561,hurricane,n,6439,0.83,0.0000709820484402557
4186,equip,v,6436,0.94,0.0000708458936158818
4372,tumor,n,6427,0.88,0.0000704374291427601
4180,steam,n,6426,0.95,0.0000703920442013022
4155,drum,n,6423,0.96,0.0000702558893769283
4329,breeze,n,6423,0.89,0.0000702558893769283
4139,ours,p,6422,0.96,0.0000702105044354703
4179,condemn,v,6418,0.95,0.0000700289646696385
4216,opposed,i,6418,0.93,0.0000700289646696385
4452,workout,n,6414,0.86,0.0000698474249038066
4183,optimistic,j,6412,0.95,0.0000697566550208907
4269,web,n,6411,0.92,0.0000697112700794327
4195,cartoon,n,6403,0.94,0.000069348190547769
4231,haul,v,6401,0.93,0.0000692574206648531
4593,validity,n,6401,0.82,0.0000692574206648531
4189,exchange,v,6394,0.95,0.0000689397260746473
4348,waist,n,6394,0.89,0.0000689397260746473
4184,unite,v,6391,0.95,0.0000688035712502734
4268,progressive,j,6387,0.92,0.0000686220314844416
4586,perceived,j,6386,0.83,0.0000685766465429836
4176,thoroughly,r,6384,0.96,0.0000684858766600677
4223,patrol,n,6382,0.94,0.0000683951067771518
4170,defeat,n,6380,0.96,0.0000683043368942358
4479,gaze,v,6379,0.86,0.0000682589519527779
4271,catch,n,6377,0.92,0.0000681681820698619
4227,rent,n,6360,0.94,0.0000673966380650765
4182,escape,n,6358,0.96,0.0000673058681821606
4218,grasp,v,6357,0.94,0.0000672604832407027
4275,terrific,j,6356,0.92,0.0000672150982992447
4235,afterward,r,6353,0.94,0.0000670789434748708
4191,costume,n,6349,0.95,0.000066897403709039
4250,bull,n,6346,0.93,0.0000667612488846651
4233,trace,n,6345,0.94,0.0000667158639432071
4292,bee,n,6342,0.92,0.0000665797091188332
4310,underlying,j,6340,0.91,0.0000664889392359173
4580,Persian,j,6340,0.83,0.0000664889392359173
4220,spite,i,6339,0.94,0.0000664435542944593
4229,jewelry,n,6338,0.94,0.0000663981693530013
4266,biology,n,6334,0.93,0.0000662166295871695
4257,runner,n,6333,0.93,0.0000661712446457115
4409,franchise,n,6332,0.88,0.0000661258597042536
4265,neutral,j,6331,0.93,0.0000660804747627956
4278,star,v,6328,0.92,0.0000659443199384217
4215,mixed,j,6327,0.95,0.0000658989349969637
4433,shove,v,6327,0.87,0.0000658989349969637
4264,documentary,n,6321,0.93,0.000065626625348216
4253,sheep,n,6320,0.94,0.000065581240406758
4206,hostile,j,6319,0.95,0.0000655358554653
4313,fisherman,n,6317,0.91,0.0000654450855823841
4287,skull,n,6313,0.92,0.0000652635458165522
4267,flexible,j,6312,0.93,0.0000652181608750943
4332,Christianity,n,6312,0.91,0.0000652181608750943
4244,bush,n,6307,0.94,0.0000649912361678045
4232,concede,v,6303,0.95,0.0000648096964019726
4366,commissioner,n,6303,0.90,0.0000648096964019726
4320,sexy,j,6300,0.91,0.0000646735415775987
4226,revelation,n,6297,0.95,0.0000645373867532248
4175,near,j,6296,0.97,0.0000644920018117669
4442,dough,n,6294,0.88,0.0000644012319288509
4202,bless,v,6293,0.96,0.000064355846987393
4225,position,v,6288,0.95,0.0000641289222801032
4311,dessert,n,6286,0.92,0.0000640381523971872
4304,jar,n,6284,0.92,0.0000639473825142713
4274,execution,n,6278,0.93,0.0000636750728655235
4207,root,v,6276,0.96,0.0000635843029826076
4236,spectacular,j,6276,0.95,0.0000635843029826076
4441,placement,n,6275,0.88,0.0000635389180411496
4316,sock,n,6273,0.92,0.0000634481481582337
4428,upstairs,r,6271,0.88,0.0000633573782753178
4460,damn,j,6269,0.88,0.0000632666083924018
4260,empire,n,6268,0.94,0.0000632212234509439
4237,ruin,v,6267,0.95,0.0000631758385094859
4335,translation,n,6266,0.91,0.0000631304535680279
4270,conspiracy,n,6261,0.94,0.0000629035288607381
4307,pork,n,6261,0.92,0.0000629035288607381
4438,comprise,v,6258,0.88,0.0000627673740363642
4296,whip,v,6255,0.93,0.0000626312192119903
4637,developmental,j,6255,0.84,0.0000626312192119903
4315,isolation,n,6251,0.92,0.0000624496794461585
4283,whoever,p,6250,0.93,0.0000624042945047005
4284,ministry,n,6250,0.93,0.0000624042945047005
4388,interact,v,6247,0.90,0.0000622681396803266
4319,eleven,m,6239,0.92,0.0000619050601486629
4437,consent,n,6239,0.89,0.0000619050601486629
4321,entrepreneur,n,6238,0.92,0.0000618596752072049
4412,foster,v,6237,0.89,0.000061814290265747
4299,subsidy,n,6236,0.93,0.000061768905324289
4386,alley,n,6236,0.90,0.000061768905324289
4279,draft,v,6234,0.94,0.0000616781354413731
4356,actively,r,6232,0.91,0.0000615873655584572
4246,fascinating,j,6231,0.95,0.0000615419806169992
4461,hormone,n,6230,0.88,0.0000614965956755412
4456,quote,n,6228,0.88,0.0000614058257926253
4324,seat,v,6227,0.92,0.0000613604408511673
4572,aggression,n,6215,0.85,0.0000608158215536718
4573,stimulus,n,6215,0.85,0.0000608158215536718
4594,ecosystem,n,6215,0.85,0.0000608158215536718
4516,eyebrow,n,6212,0.87,0.0000606796667292979
4419,filter,n,6210,0.90,0.000060588896846382
4424,organism,n,6210,0.89,0.000060588896846382
4238,sheer,j,6209,0.96,0.000060543511904924
4361,cocaine,n,6207,0.91,0.0000604527420220081
4371,casino,n,6205,0.91,0.0000603619721390921
4347,helmet,n,6203,0.92,0.0000602712022561762
4323,bureau,n,6199,0.93,0.0000600896624903444
4196,besides,i,6198,0.97,0.0000600442775488864
4384,spoon,n,6194,0.91,0.0000598627377830545
4346,booth,n,6191,0.92,0.0000597265829586806
4325,workplace,n,6186,0.93,0.0000594996582513908
4245,exotic,j,6185,0.96,0.0000594542733099329
4300,boil,v,6180,0.94,0.000059227348602643
4565,coup,n,6179,0.86,0.0000591819636611851
4254,discourage,v,6177,0.96,0.0000590911937782691
4263,exam,n,6176,0.95,0.0000590458088368112
4358,minimal,j,6176,0.92,0.0000590458088368112
4294,loop,n,6175,0.94,0.0000590004238953532
4395,hockey,n,6171,0.91,0.0000588188841295214
4243,alongside,i,6166,0.96,0.0000585919594222315
4485,shark,n,6164,0.88,0.0000585011895393156
4334,influential,j,6161,0.93,0.0000583650347149417
4401,purse,n,6161,0.91,0.0000583650347149417
4658,blink,v,6160,0.84,0.0000583196497734838
4291,manipulate,v,6159,0.94,0.0000582742648320258
4295,edit,v,6157,0.94,0.0000581834949491099
4322,syndrome,n,6157,0.93,0.0000581834949491099
4337,dissolve,v,6157,0.93,0.0000581834949491099
4524,uh,u,6155,0.87,0.0000580927250661939
4297,puzzle,n,6153,0.94,0.000058001955183278
4341,metropolitan,j,6149,0.93,0.0000578204154174462
4368,flexibility,n,6149,0.92,0.0000578204154174462
4349,expected,j,6144,0.93,0.0000575934907101563
4259,intimate,j,6143,0.96,0.0000575481057686984
4314,incredibly,r,6141,0.94,0.0000574573358857824
4247,secure,j,6138,0.96,0.0000573211810614086
4330,costly,j,6130,0.93,0.0000569581015297448
4432,conservation,n,6129,0.90,0.0000569127165882869
4286,instruct,v,6117,0.95,0.0000563680972907913
4357,cliff,n,6117,0.93,0.0000563680972907913
4506,hike,v,6111,0.89,0.0000560957876420435
4511,constitution,n,6111,0.89,0.0000560957876420435
4429,dried,j,6109,0.91,0.0000560050177591276
4289,ease,n,6103,0.95,0.0000557327081103798
4669,demographic,j,6103,0.85,0.0000557327081103798
4382,sibling,n,6102,0.92,0.0000556873231689218
4431,pro,j,6101,0.91,0.0000556419382274639
4317,near,r,6097,0.94,0.000055460398461632
4420,rabbit,n,6095,0.91,0.0000553696285787161
4303,mechanic,n,6092,0.95,0.0000552334737543422
4390,cute,j,6089,0.92,0.0000550973189299683
4318,jump,n,6088,0.95,0.0000550519339885103
4353,panic,n,6087,0.93,0.0000550065490470524
4262,divorce,v,6086,0.97,0.0000549611641055944
4380,donation,n,6086,0.92,0.0000549611641055944
4436,stove,n,6082,0.91,0.0000547796243397626
4280,instinct,n,6076,0.96,0.0000545073146910148
4350,lion,n,6075,0.94,0.0000544619297495568
4359,cord,n,6071,0.94,0.000054280389983725
4393,punch,v,6071,0.92,0.000054280389983725
4340,gut,n,6067,0.94,0.0000540988502178931
4345,insert,v,6067,0.94,0.0000540988502178931
4558,migration,n,6067,0.88,0.0000540988502178931
4342,rolling,j,6066,0.94,0.0000540534652764351
4546,pasta,n,6062,0.88,0.0000538719255106033
4370,scramble,v,6061,0.93,0.0000538265405691453
4365,appreciation,n,6054,0.94,0.0000535088459789396
4472,beast,n,6052,0.90,0.0000534180760960236
4514,scent,n,6050,0.89,0.0000533273062131077
4312,sympathy,n,6044,0.95,0.0000530549965643599
4378,fixed,j,6042,0.93,0.000052964226681444
4331,ambitious,j,6040,0.95,0.0000528734567985281
4568,density,n,6040,0.88,0.0000528734567985281
